Número de artículo,Descripción del artículo,Código SN,Nombre SN,Válido,De fecha,Hasta fecha,Nº catálogo SN,Descripción de catálogo de SN,Cantidad,Precio especial,Moneda del precio,Descuento en %
100596,ET CHEVI WOMEN PPAL 2021 7101773,CN800169352,MERCADEO Y MODA SAS,Y,1/3/2022,,7101773,ETIQUETA PAPEL WOMEN THE REAL CHOICE 2021 CRUDA PINTA CRUDA,1,87.5,COP,0
100597,ET CHEVI INDIGO ENSAMB CON PPAL 2022,CN800169352,MERCADEO Y MODA SAS,Y,2/28/2022,,7101809,ETIQUETA PAPEL PRINCIP MEN CRD+COMPL INDIGO PINTA CRUDA,1,222.5,COP,0
100598,ET CHEVI PRET CARROT FIT 2021 7101777 14010683001,CN800169352,MERCADEO Y MODA SAS,Y,10/23/2023,,7101777,ETIQUETA PAPEL MEN CARROT FIT,1,78.84,COP,0
100599,ET CHEVI PRET SLIM FIT 2021 7101775 14010681001,CN800169352,MERCADEO Y MODA SAS,Y,8/22/2023,,7101775,ETIQUETA PAPEL SLIM FIT 2021 CRUDA,1,78,COP,0
100600,ET CHEVI PRET REGULAR FIT 2021 7101776 14010682001,CN800169352,MERCADEO Y MODA SAS,Y,12/14/2021,,7101776,ETIQUETA PAPEL REGULAR FIT 2021 CRUDA,1,78.84,COP,0
100665,ET CHEVI HERITAGE RIDER 7101798 14010697001,CN800169352,MERCADEO Y MODA SAS,Y,12/20/2021,,7101798,ETIQUETA PAPEL HERITAGE FIT RIDER AZUL,1,293.76,COP,0
100666,ET CHEVI HERITAGE PRET COSMO SKINNY T4 7101790,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101790 T 4,ETIQUETA PAPEL PRETINA HERITAGE COSMO SKINNY TALLA 4,1.00,270,COP,0
100734,ET CHEVI SWIM SHORTS BERMUDA 2021 7100802 14010568001,CN800169352,MERCADEO Y MODA SAS,Y,12/15/2021,,7100802,ETIQUETA BLUE MIND SWIM SHORTS CHEVIGNON PINTA CRUDA,1,252.7,COP,0
100737,ET CHEVI LINEN ENSAMB CHEVI PPAL 2021 7101811,CN800169352,MERCADEO Y MODA SAS,Y,12/15/2021,,7101811,ETIQUETA PAPEL PRINCIP MEN CRD+COMPL LINEN PINTA CRUDA,1,222.5,COP,0
100738,ET CHEVI COMFORT ENSAMB MEN PPAL 2021 7101810 14011300001,CN800169352,MERCADEO Y MODA SAS,Y,12/14/2021,,7101810,ETIQUETA PAPEL PRINCIP MEN CRD+COMPL COMFORT PINTA CRUDA,1,222.5,COP,0
100742,ET CHEVI HERITAGE MORRISON 7101799 14010698001,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101799,ETIQUETA PAPEL HERITAGE FIT MORRISON AZUL,1,293.76,COP,0
100743,ET CHEVI HERITAGE COSMO 7101801 14010700001,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101801,ETIQUETA PAPEL HERITAGE FIT COSMO AZUL,1,293.76,COP,0
100743,ET CHEVI HERITAGE COSMO 7101801 14010700001,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101801,ETIQUETA PAPEL HERITAGE FIT COSMO AZUL,868,0.01,COP,0
100744,ET CHEVI HERITAGE BOYFIT 7101800 14010699001,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101800,ETIQUETA PAPEL HERITAGE FIT BOYFIT AZUL,1,293.76,COP,0
100744,ET CHEVI HERITAGE BOYFIT 7101800 14010699001,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101800,ETIQUETA PAPEL HERITAGE FIT BOYFIT AZUL,"1,089.00",0.01,COP,0
100746,ET CHEVI HERITAGE PRET COSMO SKINNY T5 7101790,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101790 T 5,ETIQUETA PAPEL PRETINA HERITAGE COSMO SKINNY TALLA 5,1,270,COP,0
100747,ET CHEVI HERITAGE PRET COSMO SKINNY T6 7101790,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101790 T 6,ETIQUETA PAPEL PRETINA HERITAGE COSMO SKINNY TALLA 6,1,270,COP,0
100748,ET CHEVI HERITAGE PRET COSMO SKINNY T8 7101790,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101790 T 8,ETIQUETA PAPEL PRETINA HERITAGE COSMO SKINNY TALLA 8,1,270,COP,0
100749,ET CHEVI HERITAGE PRET COSMO SKINNY T10 7101790,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101790 T 10,ETIQUETA PAPEL PRETINA HERITAGE COSMO SKINNY TALLA 10,1,270,COP,0
100750,ET CHEVI HERITAGE PRET COSMO SKINNY T12 7101790,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101790 T 12,ETIQUETA PAPEL PRETINA HERITAGE COSMO SKINNY TALLA 12,1,270,COP,0
100751,ET CHEVI HERITAGE PRET COSMO SKINNY T14 7101790,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101790 T 14,ETIQUETA PAPEL PRETINA HERITAGE COSMO SKINNY TALLA 14,1,270,COP,0
100775,ET CHEVI HERITAGE SIN FIT 7101803,CN800169352,MERCADEO Y MODA SAS,Y,12/1/2022,,7101803,ETIQUETA PAPEL HERITAGE SIN FIT,1,293.76,COP,0
100775,ET CHEVI HERITAGE SIN FIT 7101803,CN800169352,MERCADEO Y MODA SAS,Y,12/1/2022,,7101803,ETIQUETA PAPEL HERITAGE SIN FIT,"1,973.00",0.01,COP,0
100776,ET CHEVI HERITAGE PRET RIDER SLIM T28 7101787,CN800169352,MERCADEO Y MODA SAS,Y,12/20/2021,,7101787 T28,ETIQUETA PAPEL PRETINA HERITAGE RIDER SLIM T 38,1,270,COP,0
100777,ET CHEVI HERITAGE PRET RIDER SLIM T30 7101787,CN800169352,MERCADEO Y MODA SAS,Y,12/20/2021,,7101787 T30,ETIQUETA PAPEL PRETINA HERITAGE RIDER SLIM T 30,1,270,COP,0
100778,ET CHEVI HERITAGE PRET RIDER SLIM T32 7101787,CN800169352,MERCADEO Y MODA SAS,Y,12/20/2021,,7101787 T32,ETIQUETA PAPEL PRETINA HERITAGE RIDER SLIM T 32,1,270,COP,0
100779,ET CHEVI HERITAGE PRET RIDER SLIM T34 7101787,CN800169352,MERCADEO Y MODA SAS,Y,12/20/2021,,7101787 T34,ETIQUETA PAPEL PRETINA HERITAGE RIDER SLIM T 34,1,270,COP,0
100780,ET CHEVI HERITAGE PRET RIDER SLIM T36 7101787,CN800169352,MERCADEO Y MODA SAS,Y,12/20/2021,,7101787 T36,ETIQUETA PAPEL PRETINA HERITAGE RIDER SLIM T 36,1,270,COP,0
100781,ET CHEVI HERITAGE PRET RIDER SUPER SLIM T28 7101794,CN800169352,MERCADEO Y MODA SAS,Y,2/2/2022,,7101794 T 28,ETIQUETA PAPEL PRETINA HERITAGE RIDER SUPER SLIM T 28,1,270,COP,0
100782,ET CHEVI HERITAGE PRET RIDER SUPER SLIM T30 7101794,CN800169352,MERCADEO Y MODA SAS,Y,1/7/2022,,7101794 T 30,ETIQUETA PAPEL PRETINA HERITAGE RIDER SUPER SLIM T 30,1,270,COP,0
100783,ET CHEVI HERITAGE PRET RIDER SUPER SLIM T32 7101794,CN800169352,MERCADEO Y MODA SAS,Y,1/7/2022,,7101794 T 32,ETIQUETA PAPEL PRETINA HERITAGE RIDER SUPER SLIM T 32,1,270,COP,0
100784,ET CHEVI HERITAGE PRET RIDER SUPER SLIM T34 7101794,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101794 T 34,ETIQUETA PAPEL PRETINA HERITAGE RIDER SUPER SLIM T 34,1,270,COP,0
100785,ET CHEVI HERITAGE PRET RIDER SUPER SLIM T36 7101794,CN800169352,MERCADEO Y MODA SAS,Y,2/2/2022,,7101794 T 36,ETIQUETA PAPEL PRETINA HERITAGE RIDER SUPER SLIM T 36,1,270,COP,0
100786,ET CHEVI HERITAGE PRET MORRISON SLIM T28 7101788,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101788 T 28,ETIQUETA PAPEL PRETINA HERITAGE MORRISON SLIM T 28,1,270,COP,0
100787,ET CHEVI HERITAGE PRET MORRISON SLIM T30 7101788,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101788 T 30,ETIQUETA PAPEL PRETINA HERITAGE MORRISON SLIM T 30,1,270,COP,0
100788,ET CHEVI HERITAGE PRET MORRISON SLIM T32 7101788,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101788 T 32,ETIQUETA PAPEL PRETINA HERITAGE MORRISON SLIM T 32,1,270,COP,0
100789,ET CHEVI HERITAGE PRET MORRISON SLIM T34 7101788,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101788 T 34,ETIQUETA PAPEL PRETINA HERITAGE MORRISON SLIM T 34,1,270,COP,0
100790,ET CHEVI HERITAGE PRET MORRISON SLIM T36 7101788,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101788 T 36,ETIQUETA PAPEL PRETINA HERITAGE MORRISON SLIM T 36,1,270,COP,0
100791,ET CHEVI HERITAGE PRET MORRISON SLIM T38 7101788,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101788 T 38,ETIQUETA PAPEL PRETINA HERITAGE MORRISON SLIM T 38,1,270,COP,0
100792,ET CHEVI HERITAGE PRET MORRISON SLIM T40 7101788,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101788 T 40,ETIQUETA PAPEL PRETINA HERITAGE MORRISON SLIM T 40,1,270,COP,0
100793,ET CHEVI HERITAGE PRET BOYFIT SKINNY T4 7101789,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101789 T 4,ETIQUETA PAPEL PRETINA HERITAGE BOYFIT SKINNY T 4,1,270,COP,0
100794,ET CHEVI HERITAGE PRET BOYFIT SKINNY T5 7101789,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101789 T 5,ETIQUETA PAPEL PRETINA HERITAGE BOYFIT SKINNY T 5,1,270,COP,0
100795,ET CHEVI HERITAGE PRET BOYFIT SKINNY T6 7101789,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101789 T 6,ETIQUETA PAPEL PRETINA HERITAGE BOYFIT SKINNY T 6,1,270,COP,0
100796,ET CHEVI HERITAGE PRET BOYFIT SKINNY T8 7101789,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101789 T 8,ETIQUETA PAPEL PRETINA HERITAGE BOYFIT SKINNY T 8,1,270,COP,0
100797,ET CHEVI HERITAGE PRET BOYFIT SKINNY T10 7101789,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101789 T 10,ETIQUETA PAPEL PRETINA HERITAGE BOYFIT SKINNY T 10,1,270,COP,0
100798,ET CHEVI HERITAGE PRET BOYFIT SKINNY T12 7101789,CN800169352,MERCADEO Y MODA SAS,Y,1/26/2022,,7101789 T12,ETIQUETA PAPEL PRETINA HERITAGE BOYFIT SKINNY T12,1,270,COP,0
100859,ET CHEVI 100% COTTON ENSAMB MEN PPAL 2021 7101814,CN800169352,MERCADEO Y MODA SAS,Y,5/27/2022,,7101814,ETIQUETA PAPEL PRINCIP MEN CRD+COMPL 100% ALGODON PINTA CRUDA,1,222.48,COP,0
100860,ET CHEVI 100% COTTON ENSAMB WOMEN PPAL 2021 7101820,CN800169352,MERCADEO Y MODA SAS,Y,2/17/2022,,7101820,ETIQUETA PAPEL WOMEN CRUDA+COMPLEM 100%ALGOD PINTA CRUDA,1,222.48,COP,0
100861,ET CHEVI CUERO GENUINE LEATHER 2021 7101824,CN800169352,MERCADEO Y MODA SAS,Y,4/6/2022,,7101824,ETIQUETA PAPEL CRUDA GENUINE LEATHER CUERO 2021 PINTA CRUDA,1,105.84,COP,0
100862,NO USAR ET CHEVI RECYCLED COTTON 2021 7101825,CN800169352,MERCADEO Y MODA SAS,Y,1/21/2022,,7101825,ETIQUETA PAPEL CRUDA ALGODON RECICLADO 2021 PINTA CRUDA,1,216,COP,0
100909,ET CHEVI ACCESSORIES 2021 7101821,CN800169352,MERCADEO Y MODA SAS,Y,1/21/2022,,7101821,ETIQUETA PAPEL ACCESORIOS CRUDA 2021 PINTA CRUDA,1,158.8,COP,0
100913,ET CHEVI EASY IRON ENSAMB MEN PPAL 2021 7101828,CN800169352,MERCADEO Y MODA SAS,Y,6/15/2022,,7101828,ETIQUETA PAPEL PAPEL MEN PRINCIPAL+COMPL EASY IRON PINTA CRUDA,1,222.48,COP,0
100949,ST CHEVI RED BOXER BIKER MICROFIBRA 7200709,CN800169352,MERCADEO Y MODA SAS,Y,12/10/2021,,7200709,STICKER REDONDO BIKER MICROFIBRA PINTA NEGRO,1,91.8,COP,0
100950,ST CHEVI RED BOXER BIKER ALGODÓN 7200710,CN800169352,MERCADEO Y MODA SAS,Y,12/10/2021,,7200710,STICKER REDONDO BIKER ALGODON PINTA NEGRO,1,91.8,COP,0
101131,ET CHEVI CUERO GENUINE LEATHER 2021 PEQUEÑA BILLETERA 7100839,CN800169352,MERCADEO Y MODA SAS,Y,1/21/2022,,7100839,ETIQUETA CRD GENUINE LEATHER CUERO BILLET 2021 PINTA CRUDO,1,216,COP,0
101271,ET CHEVI HERITAGE PRET HIGH COSMO BOOTCUT T4 7101792,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101792 T4,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO BOOTCUT T4,1,270,COP,0
101272,ET CHEVI HERITAGE PRET HIGH COSMO BOOTCUT T5 7101792 14010692005,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101792 T5,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO BOOTCUT T5,1,270,COP,0
101273,ET CHEVI HERITAGE PRET HIGH COSMO BOOTCUT T6 7101792 14010692006,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101792 T6,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO BOOTCUT T6,1,270,COP,0
101274,ET CHEVI HERITAGE PRET HIGH COSMO BOOTCUT T8 7101792 14010692007,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101792 T8,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO BOOTCUT T8,1,270,COP,0
101275,ET CHEVI HERITAGE PRET HIGH COSMO BOOTCUT T10 7101792 14010692001,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101792 T10,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO BOOTCUT T10,1,270,COP,0
101276,ET CHEVI HERITAGE PRET HIGH COSMO BOOTCUT T12 7101792 14010692002,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101792 T12,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO BOOTCUT T12,1,270,COP,0
101277,ET CHEVI HERITAGE PRET MORRISON BOOTCUT T28 7101795,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101795 T28,ETIQUETA PAPEL PRETINA HERITAGE MORRISON BOOTCUT T28,1,270,COP,0
101278,ET CHEVI HERITAGE PRET MORRISON BOOTCUT T30 7101795,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101795 T30,ETIQUETA PAPEL PRETINA HERITAGE MORRISON BOOTCUT T30,1,270,COP,0
101279,ET CHEVI HERITAGE PRET MORRISON BOOTCUT T32 7101795,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101795 T32,ETIQUETA PAPEL PRETINA HERITAGE MORRISON BOOTCUT T32,1,270.00,COP,0
101280,ET CHEVI HERITAGE PRET MORRISON BOOTCUT T34 7101795,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101795 T34,ETIQUETA PAPEL PRETINA HERITAGE MORRISON BOOTCUT T34,1,270.00,COP,0
101281,ET CHEVI HERITAGE PRET MORRISON BOOTCUT T36 7101795,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101795 T36,ETIQUETA PAPEL PRETINA HERITAGE MORRISON BOOTCUT T36,1,270.00,COP,0
101282,ET CHEVI HERITAGE PRET MORRISON BOOTCUT T38 7101795,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101795 T 38,ETIQUETA PAPEL PRETINA HERITAGE MORRISON BOOTCUT T38,1,270.00,COP,0
101283,ET CHEVI HERITAGE  FIT HIGH COSMO 7101802 14010701001,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101802,ETIQUETA PAPEL HERITAGE FIT HIGH COSMO PINTA AZUL,1,293.76,COP,0
101283,ET CHEVI HERITAGE  FIT HIGH COSMO 7101802 14010701001,CN800169352,MERCADEO Y MODA SAS,Y,5/5/2022,,7101802,ETIQUETA PAPEL HERITAGE FIT HIGH COSMO PINTA AZUL,745,0.01,COP,0
101372,ET CHEVI BLUE MIND PRENDAS CONSCIENTES 100% SOST ENSAMB CHEVI THE REAL CHOICE BLUE MIND PPAL 2022 7100841,CN800169352,MERCADEO Y MODA SAS,Y,7/11/2022,,7100841,ETIQUETA CHEVI BLUE MIND+HIPOALERG ENSAMBLA PINTA CRUD+AZUL,1,222.48,COP,0
101434,ET CHEVI HERITAGE PRET COSMO BOOTCUT T4 7101797,CN800169352,MERCADEO Y MODA SAS,Y,7/19/2022,,7101797 T 4,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 4,1,270.00,COP,0
101435,ET CHEVI HERITAGE PRET COSMO BOOTCUT T5 7101797 14010696005,CN800169352,MERCADEO Y MODA SAS,Y,7/19/2022,,7101797 T 5,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 5,1,270.00,COP,0
101436,ET CHEVI HERITAGE PRET COSMO BOOTCUT T6 7101797 14010696006,CN800169352,MERCADEO Y MODA SAS,Y,7/19/2022,,7101797 T 6,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 6,1,270.00,COP,0
101437,ET CHEVI HERITAGE PRET COSMO BOOTCUT T8 7101797 14010696007,CN800169352,MERCADEO Y MODA SAS,Y,7/19/2022,,7101797 T 8,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 8,1,270.00,COP,0
101438,ET CHEVI HERITAGE PRET COSMO BOOTCUT T10 7101797 14010696001,CN800169352,MERCADEO Y MODA SAS,Y,7/19/2022,,7101797 T 10,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 10,1,270.00,COP,0
101439,ET CHEVI HERITAGE PRET COSMO BOOTCUT T12 7101797 14010696002,CN800169352,MERCADEO Y MODA SAS,Y,7/19/2022,,7101797 T 12,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 12,1,270.00,COP,0
101440,ET CHEVI HERITAGE PRET COSMO BOOTCUT T14 7101797 14010696003,CN800169352,MERCADEO Y MODA SAS,Y,7/19/2022,,7101797 T 14,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 14,1,270,COP,0
101534,ET CHEVI LINEN 2021 7101829,CN800169352,MERCADEO Y MODA SAS,Y,8/10/2022,,7101829,ETIQUETA PAPEL COMPLEMENTO LINEN PINTA CRUDA,1,135,COP,0
101596,ET CHEVI RECYCLED COTTON ENSAMB ET CHEVI MEN PPAL 7100842 14010584001,CN800169352,MERCADEO Y MODA SAS,Y,9/22/2022,,7100842,ETIQUETA PAPEL PRINC MEN+COMP ALGOD RECICLADO 2021 PINTA CRUDA,1,222.48,COP,0
101886,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO MASC REVENGE RELAXED FIT 2022 7100915 14010641001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100915,ETIQUETA MAS CARTON CUERO RELAXED FIT 2022 PINTA CAFE,1,"1,276.00",COP,0
101887,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO MASC MORRISON STRAIGHT FIT 2022 7100913 14010639001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100913,ETIQUETA MAS CARTON CUERO STRAIGHT FIT 2022 PINTA CAFE,1,"1,276.00",COP,0
101888,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO MASC FAMOUS  SLIM FIT 2022 7100914 14010640001,CN800169352,MERCADEO Y MODA SAS,Y,10/4/2022,,7100914,ETIQUETA MAS CARTON CUERO SLIM FIT 2022 PINTA CAFE,1,"1,276.00",COP,0
101889,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO MASC RIDER SUPER SLIM FIT 2022 7100904 14010633001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100904,ETIQUETA MAS CARTON CUERO SUPER SLIM FIT 2022 PINTA CAFE,1,"1,276.00",COP,0
101890,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO DENIM BRAND 2022 7100920 14010646001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100920,ETIQUETA CARTON CUERO DENIM BRAND 2022 PINTA CAFE,1,"1,276.00",COP,0
101891,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM RUSTY LOW RISE 2022 7100906 14010635001,CN800169352,MERCADEO Y MODA SAS,Y,10/4/2022,,7100906,ETIQUETA FEM CARTON CUERO LOW RISE 2022 PINTA CAFE,1,"1,276.00",COP,0
101892,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM COSMO HIGH RISE 2022 7100907 14010636001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100907,ETIQUETA FEM CARTON CUERO HIGH RISE 2022 PINTA CAFE,1,"1,276.00",COP,0
101893,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM HIGH COSMO SUPER HIGH RISE 2022 7100908 14010637001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100908,ETIQUETA FEM CARTON CUERO SUPER HIGH RISE 2022 PINTA CAFE,1,"1,276.00",COP,0
101894,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM BOYFIT MEDIUM RISE 2022 7100905 14010634001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100905,ETIQUETA FEM CARTON CUERO MEDIUM RISE 2022 PINTA CAFE,1,"1,276.00",COP,0
101895,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM SPECIAL FIT WIDE LEG 2022 7100917 14010643001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100917,ETIQUETA FEM CARTON CUERO WIDE LEG 2022 PINTA CAFE,1,"1,276.00",COP,0
101896,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM SPECIAL FIT BALLOON 2022 7100909 14010638001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100909,ETIQUETA FEM CARTON CUERO BALLON 2022 PINTA CAFE,1,"1,276.00",COP,0
101897,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM SPECIAL FIT STRAIGHT 2022 7100918B 14010644001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100918,ETIQUETA FEM CARTON CUERO STRAIGHT 2022 PINTA CAFE,1,"1,276.00",COP,0
101898,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM SPECIAL FIT MOM FIT 2022 7100916 14010642001,CN800169352,MERCADEO Y MODA SAS,Y,9/27/2022,,7100916,ETIQUETA FEM CARTON CUERO MOM FIT 2022 PINTA CAFE,1,"1,276.00",COP,0
101903,ET CHEVI BANDANA 7101830 14011285001,CN800169352,MERCADEO Y MODA SAS,Y,1/9/2024,,7101830,ETIQUETA PAPEL BANDANA,1,388,COP,0
102074,ET CHEVI HERITAGE PRET BOYFIT BOOTCUT T4 7100921 14010647004,CN800169352,MERCADEO Y MODA SAS,Y,11/10/2022,,7100921 T4,ETIQUETA PRETINA BOYFIT BOOTCUT HERITAGE PINTA 4,1,270,COP,0
102075,ET CHEVI HERITAGE PRET BOYFIT BOOTCUT T5 7100921 14010647007,CN800169352,MERCADEO Y MODA SAS,Y,11/10/2022,,7100921 T5,ETIQUETA PRETINA BOYFIT BOOTCUT HERITAGE PINTA 5,1,270,COP,0
102076,ET CHEVI HERITAGE PRET BOYFIT BOOTCUT T6 7100921 14010647005,CN800169352,MERCADEO Y MODA SAS,Y,11/10/2022,,7100921 T6,ETIQUETA PRETINA BOYFIT BOOTCUT HERITAGE PINTA 6,1,270.00,COP,0
102077,ET CHEVI HERITAGE PRET BOYFIT BOOTCUT T8 7100921 14010647006,CN800169352,MERCADEO Y MODA SAS,Y,11/10/2022,,7100921 T8,ETIQUETA PRETINA BOYFIT BOOTCUT HERITAGE PINTA 8,1,270,COP,0
102078,ET CHEVI HERITAGE PRET BOYFIT BOOTCUT T10 7100921 14010647001,CN800169352,MERCADEO Y MODA SAS,Y,11/10/2022,,7100921 T10,ETIQUETA PRETINA BOYFIT BOOTCUT HERITAGE PINTA 10,1,270.00,COP,0
102197,ET CHEVI PPAL THE REAL CHOICE NUEVA IMAGEN 7100922 14010648001,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7100922,ETIQUETA GENERICA FEMENINO-MASCULINO,1,87.50,COP,0
102223,ET CHEVI HERITAGE PRET HIGH COSMO RELAXED T4 7101793,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7101793 T4,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO RELAXED PINTA 4,1,270,COP,0
102224,ET CHEVI HERITAGE PRET HIGH COSMO RELAXED T5 7101793 14010693005,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7101793 T5,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO RELAXED PINTA 5,1,270.00,COP,0
102225,ET CHEVI HERITAGE PRET HIGH COSMO RELAXED T6 7101793 14010693006,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7101793 T6,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO RELAXED PINTA 6,1,270.00,COP,0
102226,ET CHEVI HERITAGE PRET HIGH COSMO RELAXED T8 7101793 14010693007,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7101793 T8,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO RELAXED PINTA 8,1,270,COP,0
102227,ET CHEVI HERITAGE PRET HIGH COSMO RELAXED T10 7101793 14010693001,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7101793 T10,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO RELAXED PINTA 10,1,270,COP,0
102228,ET CHEVI HERITAGE PRET HIGH COSMO RELAXED T12 7101793 14010693002,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7101793 T12,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO RELAXED PINTA 12,1,270,COP,0
102229,ET CHEVI HERITAGE PRET HIGH COSMO RELAXED T14 7101793,CN800169352,MERCADEO Y MODA SAS,Y,11/15/2022,,7101793 T14,ETIQUETA PAPEL PRETINA HERITAGE HIGH COSMO RELAXED PINTA 14,1,270,COP,0
102487,ET CHEVI DENIM QUALITY SUPREME CARTON CUERO FEM SPECIAL FIT PAPER BAG 2022 7100919,CN800169352,MERCADEO Y MODA SAS,Y,12/27/2022,,7100919,ETIQUETA FEM CARTON CUERO PAPER BAG 2022,1,"1,276.00",COP,0
102763,ET CHEVI HERITAGE PRET HIGH COSMO BOOTCUT T14 7101792,CN800169352,MERCADEO Y MODA SAS,Y,2/24/2023,,7101792 T14,ETIQUETA PAPEL PRETINA HERITAGE COSMO BOOTCUT T 14,1,270,COP,0
102964,ET CHEVI HERITAGE PRET BOYFIT BOOTCUT T12 7100921 14010647002,CN800169352,MERCADEO Y MODA SAS,Y,3/30/2023,,7100921 T12,ETIQUETA PRETINA BOYFIT BOOTCUT HERITAGE T12,1,270,COP,0
